-9.405241183864829768e-01 7.231932312218396497e-01 -9.479079166960041603e-01 -9.089074289324186040e-01 3.742568460872102154e-01 2.525206590765605164e-01 -9.765747004014382338e-01 3.554139220151975032e-02 -4.956621773590123015e-01 5.467602722650388714e-02 -4.579835391254594157e-01 3.232532531011762522e-01 3.448919228283500171e-01 9.483761963088404023e-01 -4.560197589915675476e-01 -6.950704193966809052e-01 6.807001762781013099e-01 3.204350144902583519e-01 -3.907409148691696199e-01 5.445867106288733162e-01 4.210276696488244319e-01 -7.580744352875995462e-01
-9.396793409458281676e-01 7.116752295099226799e-01 -9.520869762523175295e-01 -8.974196579170041765e-01 3.742568460872102154e-01 2.384338835479724583e-01 -9.764917630342728749e-01 5.852078766070434312e-02 -4.848545286189696046e-01 7.710691761021637447e-02 -4.608324847497999865e-01 3.318528345661317935e-01 3.354927516440255886e-01 9.728119409463165113e-01 -4.657104342258719942e-01 -6.962299398562078467e-01 6.865093270390647540e-01 3.339557208869456950e-01 -3.907409148691696199e-01 5.330326042676620801e-01 4.356430913113931158e-01 -7.658026332527420044e-01
-9.860219011316655457e-01 7.138988625647704200e-01 -9.520869762523175295e-01 -9.089074289324186040e-01 3.676914259599937118e-01 2.511937681455358451e-01 -9.765747004014382338e-01 4.849635196055146480e-02 -4.939901249654492510e-01 4.869192111092313091e-02 -4.518995091471300629e-01 2.955459719100956839e-01 3.205328030490435243e-01 9.483761963088404023e-01 -4.757873709915045879e-01 -6.950704193966809052e-01 6.756695287076248668e-01 3.190288257540325745e-01 -3.856722541308179597e-01 5.330326042676620801e-01 4.165306244847470918e-01 -7.556287102983975101e-01
-9.612247613223495746e-01 7.195949385357205408e-01 -9.470945510377538623e-01 -9.023782075597955865e-01 3.668531950445133027e-01 2.384338835479724583e-01 -9.832837245089353084e-01 3.699528845177346703e-02 -4.923449674252317054e-01 6.773425696017776332e-02 -4.620995757929902137e-01 3.207571823735333449e-01 3.460428006412685775e-01 9.582753941735728809e-01 -4.757873709915045879e-01 -7.022780079333125203e-01 6.812400167368730663e-01 3.281545138955130891e-01 -3.919115320864083873e-01 5.330326042676620801e-01 4.213288106761210461e-01 -7.556287102983975101e-01
-9.755227664106169705e-01 7.174081067671989054e-01 -9.439165077797869730e-01 -9.005226306035915007e-01 3.847766571872073271e-01 2.572764181011759632e-01 -9.821191562247263418e-01 3.318745522902610823e-02 -4.898012694404527689e-01 5.530779221058046424e-02 -4.555195060470391688e-01 3.099686696558521248e-01 3.267939971172879599e-01 9.728119409463165113e-01 -4.638261380202426398e-01 -7.204864152513740239e-01 6.807001762781013099e-01 3.281545138955130891e-01 -4.024372966609266467e-01 5.141386177505795629e-01 4.185680749499844922e-01 -7.556287102983975101e-01
-9.999144583101837735e-01 7.174081067671989054e-01 -9.470945510377538623e-01 -8.854191620538777174e-01 3.742568460872102154e-01 2.553428463274949323e-01 -9.690894536650723756e-01 4.849635196055146480e-02 -4.939901249654492510e-01 6.773425696017776332e-02 -4.557212303515678631e-01 3.216544442681517069e-01 3.205314789642723650e-01 9.483761963088404023e-01 -4.757873709915045879e-01 -7.044555741415767791e-01 6.807001762781013099e-01 3.190288257540325745e-01 -3.923939239206308827e-01 5.330326042676620801e-01 4.356430913113931158e-01 -7.592424933364191331e-01
-9.396793409458281676e-01 7.116752295099226799e-01 -9.343956629926959412e-01 -8.854191620538777174e-01 3.569800124972051236e-01 2.502634877687666126e-01 -9.821191562247263418e-01 3.055299751237372519e-02 -4.939901249654492510e-01 4.573040837991171337e-02 -4.656547117960243565e-01 3.328717088168831051e-01 3.241066975900390723e-01 9.483761963088404023e-01 -4.804363538355218566e-01 -7.036519094514265271e-01 6.823313997989366442e-01 3.281545138955130891e-01 -3.997166262541992365e-01 5.136897248300043017e-01 4.213288106761210461e-01 -7.713262526907452843e-01
-9.889906024743320145e-01 7.116752295099226799e-01 -9.504113784941157217e-01 -8.922403856160058266e-01 3.569800124972051236e-01 2.610000020840912427e-01 -9.689800667757022534e-01 3.318745522902610823e-02 -5.028672942301479765e-01 6.435558880824632233e-02 -4.656804232432592006e-01 3.179910600648803154e-01 3.398637534915862624e-01 9.693217584860689406e-01 -4.804363538355218566e-01 -7.036519094514265271e-01 6.759459277587611670e-01 3.281545138955130891e-01 -3.844592572386729135e-01 5.430567542362352285e-01 4.147238988016774819e-01 -7.588693093181140270e-01
-9.673077855815362947e-01 7.116752295099226799e-01 -9.470945510377538623e-01 -9.023782075597955865e-01 3.668531950445133027e-01 2.384338835479724583e-01 -9.665163225339414854e-01 3.700672357917844657e-02 -4.957909767881449881e-01 4.842825706837650124e-02 -4.553063767697975717e-01 3.207571823735333449e-01 3.506040077603422844e-01 9.582753941735728809e-01 -4.757873709915045879e-01 -6.962299398562078467e-01 6.841957856717058029e-01 3.367941157537042152e-01 -3.919115320864083873e-01 5.232784428555745659e-01 4.213288106761210461e-01 -7.556287102983975101e-01
-9.860219011316655457e-01 7.201094028123993240e-01 -9.502089991070700181e-01 -9.089074289324186040e-01 3.742568460872102154e-01 2.553428463274949323e-01 -9.765747004014382338e-01 4.849635196055146480e-02 -5.026966992195145423e-01 6.599617071941898949e-02 -4.518995091471300629e-01 3.082689046542841371e-01 3.241066975900390723e-01 9.483761963088404023e-01 -4.757873709915045879e-01 -7.044555741415767791e-01 6.759459277587611670e-01 3.190288257540325745e-01 -3.919115320864083873e-01 5.330326042676620801e-01 4.165306244847470918e-01 -7.543096924726568897e-01
-9.405241183864829768e-01 7.231932312218396497e-01 -9.454109824732735978e-01 -9.089074289324186040e-01 3.742568460872102154e-01 2.525206590765605164e-01 -9.765747004014382338e-01 4.900164233813564252e-02 -4.956621773590123015e-01 4.869192111092313091e-02 -4.579835391254594157e-01 3.012837478628842547e-01 3.301181660256211625e-01 9.374686669556651086e-01 -4.570023141197643302e-01 -6.950704193966809052e-01 6.807001762781013099e-01 3.281545138955130891e-01 -3.923584100299823962e-01 5.445867106288733162e-01 4.165306244847470918e-01 -7.540935954761857074e-01
-9.405241183864829768e-01 7.237521236448882789e-01 -9.479079166960041603e-01 -8.943603823717117818e-01 3.742568460872102154e-01 2.191080719561953050e-01 -9.765747004014382338e-01 4.900164233813564252e-02 -4.966722098388468565e-01 4.869192111092313091e-02 -4.492516123596252964e-01 3.012837478628842547e-01 3.301181660256211625e-01 9.374686669556651086e-01 -4.570023141197643302e-01 -7.022125113242410066e-01 6.921685826033234790e-01 3.281545138955130891e-01 -3.953135163096846982e-01 5.191067843369778778e-01 4.202395239895277967e-01 -7.613448958683773915e-01
9.992888992430621897e-01 7.174081067671989054e-01 -9.502089991070700181e-01 -8.854191620538777174e-01 3.569800124972051236e-01 2.572764181011759632e-01 -9.765747004014382338e-01 4.849635196055146480e-02 -5.040757271930924599e-01 5.530779221058046424e-02 -4.518995091471300629e-01 3.179910600648803154e-01 3.325012535191684826e-01 9.728119409463165113e-01 -4.616671004630564790e-01 -7.057956868742369938e-01 6.759459277587611670e-01 3.281545138955130891e-01 -3.919115320864083873e-01 5.234639274975450007e-01 4.185680749499844922e-01 -7.621763869777424816e-01
-9.889906024743320145e-01 7.252083746440227685e-01 -9.502089991070700181e-01 -9.023782075597955865e-01 3.668531950445133027e-01 2.384338835479724583e-01 -9.845857341894320713e-01 3.699528845177346703e-02 -4.923449674252317054e-01 5.456544782704053631e-02 -4.621156191218477316e-01 3.207571823735333449e-01 3.390629833741780619e-01 9.547942030119900281e-01 -4.697795267506692518e-01 -7.044555741415767791e-01 6.759459277587611670e-01 3.281545138955130891e-01 -3.997166262541992365e-01 5.330326042676620801e-01 4.185680749499844922e-01 -7.556287102983975101e-01
-9.889906024743320145e-01 7.116752295099226799e-01 -9.502089991070700181e-01 -8.854191620538777174e-01 3.534447642271096868e-01 2.384338835479724583e-01 -9.689800667757022534e-01 3.318745522902610823e-02 -5.028672942301479765e-01 5.530779221058046424e-02 -4.656804232432592006e-01 3.179910600648803154e-01 3.390629833741780619e-01 9.693217584860689406e-01 -4.804363538355218566e-01 -7.044555741415767791e-01 6.759459277587611670e-01 3.281545138955130891e-01 -3.923939239206308827e-01 5.437005426115957274e-01 4.116232297619569769e-01 -7.556287102983975101e-01
-9.857801505722769697e-01 7.098531832105372530e-01 -9.520869762523175295e-01 -8.908531506407558753e-01 3.887252012852979721e-01 2.384338835479724583e-01 -9.782169537944079840e-01 3.318745522902610823e-02 -4.898012694404527689e-01 4.843374867857774824e-02 -4.555195060470391688e-01 3.099686696558521248e-01 3.267939971172879599e-01 9.681394964862484187e-01 -4.804363538355218566e-01 -7.044555741415767791e-01 6.892023265847329050e-01 3.403478123445955461e-01 -3.923939239206308827e-01 5.141386177505795629e-01 4.185680749499844922e-01 -7.556287102983975101e-01
