-9.874022692329723627e-01 -2.230703643155486082e-01 5.241174204764713629e-01 6.683724536663171456e-01 -5.956594770373024872e-03 -6.284256853589443859e-01 -4.611968109328347110e-01 -9.828979265009105681e-01 3.012978264599721623e-01 5.450647894278808359e-01 7.087224012671788920e-01 -3.422610213365803178e-01 -7.117322935108345572e-01 -6.958699048083117900e-01 -4.002889648456572358e-01 3.050565728911742713e-01 -9.248279242129294753e-01 4.684124335480737145e-01
-9.463335879843243204e-01 -1.880411621983335557e-01 5.133747579068583811e-01 6.793185078813002153e-01 1.075777292183666134e-03 -2.150282121117087497e-01 -5.065749391629780218e-01 -9.807087326553426410e-01 3.027160461220630427e-01 5.295395403072888918e-01 7.219158885033072348e-01 -3.662759455212414306e-01 -7.637536236663939881e-01 -7.322176384009034811e-01 -3.910663420984098471e-01 6.957980039817472928e-01 -9.359689930564986104e-01 5.135725442723648726e-01
-9.942874253524518480e-01 -2.340926819047680629e-01 5.186208678402040029e-01 6.723660154929884669e-01 -4.876296933293500224e-03 -2.131325372966038634e-01 -4.611968109328347110e-01 -9.841206199353907946e-01 2.966352498130218063e-01 5.491329899386596658e-01 7.359567138065288283e-01 -3.565681413324754967e-01 -7.334231382015483636e-01 -7.432105416280673227e-01 -4.408694641810597670e-01 2.482444965641290580e-01 -9.510641723780494106e-01 4.659053138512225800e-01
-9.504018999694100467e-01 -2.316847989329482438e-01 5.135147879268568971e-01 6.762681766827693952e-01 -4.876296933293500224e-03 -2.183679648177714316e-01 -4.820204731790784791e-01 -9.708249020950461272e-01 3.019996324497655760e-01 5.491329899386596658e-01 7.264234838283831763e-01 -3.565681413324754967e-01 -7.334231382015483636e-01 -7.416112713871644280e-01 -4.408694641810597670e-01 7.581558731631787840e-01 -9.348201552102234357e-01 4.682290284956049931e-01
-9.972218246966818578e-01 -2.165188974930069010e-01 5.135147879268568971e-01 6.780082379808534121e-01 -6.028583533835285557e-03 -6.221157355215853890e-01 -4.725218789821401533e-01 -9.853704249006409732e-01 3.012978264599721623e-01 5.639243887173754910e-01 7.063289820161318122e-01 -3.677836019040328086e-01 -6.768475139648507666e-01 -7.416112713871644280e-01 -4.245053083794061433e-01 2.675984692934112452e-01 -9.295323888800302026e-01 5.184119122674504254e-01
-9.874022692329723627e-01 -2.074237782688511667e-01 5.257589343702855356e-01 6.780082379808534121e-01 1.075777292183666134e-03 -1.969201450057930236e-01 -5.504483978966625557e-01 -9.853704249006409732e-01 3.012978264599721623e-01 5.390501436108841027e-01 6.971315340620494183e-01 -3.518615311746510210e-01 -6.908840649210447049e-01 -7.441397537816594188e-01 -4.163616273426542502e-01 2.453096962396490444e-01 -9.224370971492236171e-01 5.208059656946892879e-01
-9.927131305990701815e-01 -2.316847989329482438e-01 5.135147879268568971e-01 6.779680202703326497e-01 -5.174528720148563465e-03 -1.879746724016926329e-01 -4.782604817430053945e-01 -9.708249020950461272e-01 2.865330826303613687e-01 5.353382185925921188e-01 7.219158885033072348e-01 -3.670327033954023932e-01 -7.491979742052594649e-01 -7.373524025321166464e-01 -3.938656256220278706e-01 7.571605939364829396e-01 -9.353506413575405354e-01 5.135725442723648726e-01
-9.581542597283213558e-01 -2.306142275205808057e-01 5.135147879268568971e-01 6.606302529715795124e-01 -2.036650760247971093e-02 -2.240841442042975640e-01 -4.725218789821401533e-01 -9.977954735373820716e-01 3.080173864570192599e-01 5.511844447298797078e-01 6.965197931697710843e-01 -3.517882195023945835e-01 -7.193133892551832886e-01 -6.958699048083117900e-01 -4.120626681104477829e-01 7.626344324636602501e-01 -9.183564050783971089e-01 4.570353492186947086e-01
-9.765236920428673750e-01 -2.312926040272357264e-01 5.133747579068583811e-01 6.544327803200351568e-01 -1.900561886881080298e-02 -2.150282121117087497e-01 -4.975035575321137271e-01 -9.729911377074145218e-01 3.037610775564005827e-01 5.295395403072888918e-01 7.219158885033072348e-01 -3.662759455212414306e-01 -7.097477370724755152e-01 -7.322176384009034811e-01 -3.857200460874770087e-01 7.035508786508188894e-01 -9.557331238193380596e-01 5.046781560118729359e-01
-9.874022692329723627e-01 -2.051519734775071324e-01 5.241174204764713629e-01 6.780082379808534121e-01 7.669503950002098946e-03 -2.212718158809516833e-01 -5.504483978966625557e-01 -9.784048208183392381e-01 3.012978264599721623e-01 5.491329899386596658e-01 7.236965785745428370e-01 -3.565681413324754967e-01 -7.334231382015483636e-01 -7.432105416280673227e-01 -4.372027902516140152e-01 2.453096962396490444e-01 -9.224370971492236171e-01 4.659053138512225800e-01
